Boosted Post,Campaign Id,Campaign Name,Content Theme,Platform,Post Date,Post Time,Post Type,Target Audience,Clicks,Conversion Value Usd,Conversions,Cpc Usd,Ctr,Emoji Count,Engagement Rate,Engagements,Hashtag Count,Impressions,Reach,Sentiment Score,Spend Usd,Video Length Seconds,Word Count
真,CMP1005,Spring Campaign 2025,Promotion,LinkedIn,2024/6/21,1899/12/30 15:00:00,Video,"Parents (30-45, Suburban)",44,302.75,4,0.22,0.0104,9,0.0226,73,15,4213,3233,0.51,9.61,95,25
伪,CMP1005,Fall Campaign 2024,Lifestyle,Facebook,2024/6/11,1899/12/30 6:15:00,Video,"Gen X (35-50, Mixed)",131,1392.58,19,0.01,0.0344,0,0.0913,256,6,3812,2805,0.39,1.9,22,25
伪,CMP1005,Back to School Campaign 2025,Product Launch,TikTok,2024/6/3,1899/12/30 22:30:00,Video,"Millennials (25-34, Suburban)",182,2403.69,19,0,0.0398,7,0.0891,357,12,4573,4005,0.02,0.71,72,20
真,CMP1005,Holiday Campaign 2024,Behind-the-Scenes,LinkedIn,2024/6/2,1899/12/30 13:15:00,Image,"Millennials (25-34, Suburban)",146,351.86,10,0.84,0.0151,6,0.0334,246,4,9692,7359,-0.1,123.04,0,21
真,CMP1005,Fall Campaign 2025,Behind-the-Scenes,TikTok,2024/6/22,1899/12/30 15:15:00,Reel,"Millennials (25-34, Suburban)",434,5166.4,56,0.21,0.0506,10,0.1118,641,5,8577,5735,0.87,92.48,118,21
伪,CMP1005,Fall Campaign 2024,User Testimonial,LinkedIn,2024/6/26,1899/12/30 18:15:00,Reel,"Parents (30-45, Suburban)",278,828.29,19,0.01,0.0277,10,0.1109,732,0,10028,6601,0.03,2.33,25,5
伪,CMP1005,Holiday Campaign 2024,Promotion,Facebook,2024/6/9,1899/12/30 8:45:00,Image,"Gen X (35-50, Mixed)",64,376.89,7,0.1,0.0071,1,0.0304,184,10,8973,6060,-0.52,6.21,0,12
伪,CMP1005,Holiday Campaign 2025,Promotion,TikTok,2024/6/18,1899/12/30 14:45:00,Image,"Gen Z (18-24, Urban)",81,1549.83,13,0.17,0.0084,1,0.0244,169,3,9613,6939,-0.19,13.97,0,25
真,CMP1005,Spring Campaign 2025,Promotion,LinkedIn,2024/6/4,1899/12/30 7:15:00,Reel,"Professionals (25-54, B2B)",205,2012.38,23,0.38,0.0165,1,0.0577,564,1,12440,9776,-1,78.4,104,20
伪,CMP1005,Summer Campaign 2025,Promotion,X,2024/6/1,1899/12/30 6:00:00,Story,"Millennials (25-34, Suburban)",102,180.91,6,0.04,0.0285,4,0.0908,228,9,3575,2512,0.14,3.91,12,14
真,CMP1005,Fall Campaign 2025,Promotion,X,2024/6/3,1899/12/30 22:30:00,Video,"Gen X (35-50, Mixed)",108,1680.26,12,0.14,0.0428,7,0.1094,202,3,2524,1846,-0.74,14.72,23,43
真,CMP1005,Fall Campaign 2024,User Testimonial,LinkedIn,2024/6/8,1899/12/30 17:15:00,Video,"Gen Z (18-24, Urban)",147,2264.21,22,0.78,0.0097,1,0.0214,279,9,15205,13032,0.46,114.54,60,7
真,CMP1005,Holiday Campaign 2024,User Testimonial,X,2024/6/19,1899/12/30 21:30:00,Carousel,"Gen Z (18-24, Urban)",122,2085,23,0.21,0.0239,7,0.1113,359,2,5108,3225,-0.58,25.18,0,5
伪,CMP1005,Summer Campaign 2024,User Testimonial,Facebook,2024/6/11,1899/12/30 19:45:00,Carousel,"Professionals (25-54, B2B)",65,397.83,5,0.09,0.0211,4,0.0483,132,9,3083,2735,0.06,5.72,0,8
真,CMP1005,Back to School Campaign 2025,Product Launch,X,2024/6/21,1899/12/30 17:15:00,Image,"Gen Z (18-24, Urban)",240,1262.07,25,0.1,0.0205,0,0.0512,382,10,11685,7465,0.22,23.51,0,24
真,CMP1005,Holiday Campaign 2024,Promotion,LinkedIn,2024/6/16,1899/12/30 19:00:00,Carousel,"Professionals (25-54, B2B)",127,714.82,6,0.27,0.0404,7,0.1101,215,13,3144,1952,-0.44,34.29,0,16
真,CMP1005,Holiday Campaign 2024,Behind-the-Scenes,LinkedIn,2024/6/20,1899/12/30 14:30:00,Reel,"Gen Z (18-24, Urban)",252,3912.48,39,0.16,0.0321,4,0.0897,562,15,7858,6267,0.61,41.03,17,5
真,CMP1005,Summer Campaign 2024,User Testimonial,Facebook,2024/6/27,1899/12/30 19:45:00,Video,"Professionals (25-54, B2B)",158,1813.54,18,0.06,0.0449,1,0.1046,315,3,3521,3012,-0.38,10.22,83,16
伪,CMP1005,Spring Campaign 2024,Behind-the-Scenes,Facebook,2024/6/28,1899/12/30 23:45:00,Video,"Parents (30-45, Suburban)",427,5327.92,65,0.01,0.0527,2,0.0994,632,0,8101,6360,0.76,2.45,50,46
伪,CMP1005,Back to School Campaign 2024,Behind-the-Scenes,Facebook,2024/6/6,1899/12/30 11:30:00,Carousel,"Parents (30-45, Suburban)",62,346.79,7,0.07,0.0076,1,0.0229,137,12,8133,5974,0.69,4.49,0,31
伪,CMP1005,Summer Campaign 2025,Promotion,LinkedIn,2024/6/7,1899/12/30 14:00:00,Image,"Professionals (25-54, B2B)",15,18.6,1,0.33,0.0311,8,0.0799,31,3,482,388,0.28,4.96,0,35
真,CMP1006,Fall Campaign 2025,Lifestyle,TikTok,2024/7/16,1899/12/30 8:45:00,Carousel,"Gen X (35-50, Mixed)",372,2427.96,45,0.18,0.0343,2,0.0807,668,10,10853,8282,0.65,68.17,0,45
真,CMP1006,Holiday Campaign 2025,Promotion,TikTok,2024/7/12,1899/12/30 15:45:00,Story,"Parents (30-45, Suburban)",121,1785.51,12,0.11,0.0289,5,0.0886,240,10,4182,2708,-0.5,13.62,35,29
伪,CMP1006,Spring Campaign 2025,Product Launch,Instagram,2024/7/23,1899/12/30 8:45:00,Reel,"Parents (30-45, Suburban)",172,2639.58,23,0,0.0232,9,0.0707,380,8,7403,5372,0.97,0.8,93,33
真,CMP1006,Back to School Campaign 2024,User Testimonial,X,2024/7/28,1899/12/30 6:30:00,Story,"Parents (30-45, Suburban)",48,971.48,9,0.53,0.0064,2,0.0254,128,10,7486,5038,0.08,25.28,89,24
真,CMP1006,Spring Campaign 2025,Behind-the-Scenes,Facebook,2024/7/20,1899/12/30 9:15:00,Story,"Parents (30-45, Suburban)",126,1543.37,15,0.06,0.0344,6,0.0745,236,14,3659,3169,0.3,8.05,87,14
伪,CMP1006,Spring Campaign 2024,User Testimonial,X,2024/7/24,1899/12/30 20:15:00,Carousel,"Professionals (25-54, B2B)",129,1095.02,18,0,0.0242,8,0.105,427,4,5341,4065,0.02,0.23,0,47
真,CMP1006,Fall Campaign 2025,Behind-the-Scenes,LinkedIn,2024/7/20,1899/12/30 22:45:00,Video,"Parents (30-45, Suburban)",72,292.53,7,0.57,0.0137,0,0.0303,137,3,5270,4516,-0.27,41.25,90,16
伪,CMP1006,Summer Campaign 2025,Promotion,Facebook,2024/7/19,1899/12/30 7:00:00,Reel,"Professionals (25-54, B2B)",146,3327.76,24,0.02,0.019,5,0.0462,223,12,7693,4825,-1,2.42,107,12
真,CMP1006,Fall Campaign 2024,Behind-the-Scenes,X,2024/7/17,1899/12/30 13:30:00,Carousel,"Professionals (25-54, B2B)",320,1094.55,47,0.29,0.0291,4,0.0922,765,13,11008,8294,1,94.04,0,12
伪,CMP1006,Back to School Campaign 2025,Promotion,Instagram,2024/7/27,1899/12/30 17:15:00,Story,"Gen Z (18-24, Urban)",148,1109.93,9,0.02,0.0149,1,0.0542,346,5,9960,6388,0.04,3.25,12,15
伪,CMP1006,Back to School Campaign 2025,Behind-the-Scenes,LinkedIn,2024/7/26,1899/12/30 14:30:00,Video,"Gen Z (18-24, Urban)",154,1516.53,24,0.02,0.0346,7,0.1095,414,12,4455,3782,-0.63,3.24,11,17
伪,CMP1006,Spring Campaign 2024,Behind-the-Scenes,LinkedIn,2024/7/17,1899/12/30 15:45:00,Image,"Professionals (25-54, B2B)",148,1551.74,19,0.03,0.0256,7,0.1059,415,11,5770,3918,-0.15,4.15,0,22
真,CMP1006,Fall Campaign 2024,Behind-the-Scenes,X,2024/7/21,1899/12/30 11:30:00,Reel,"Professionals (25-54, B2B)",395,912.7,74,0.35,0.0179,3,0.0496,808,10,22009,16277,0.85,140.1,65,47
真,CMP1006,Spring Campaign 2024,User Testimonial,Facebook,2024/7/12,1899/12/30 18:30:00,Story,"Gen X (35-50, Mixed)",49,241.78,7,0.03,0.0094,10,0.0235,91,7,5232,3873,0.42,1.31,71,14
伪,CMP1006,Summer Campaign 2024,Promotion,TikTok,2024/7/28,1899/12/30 11:15:00,Reel,"Parents (30-45, Suburban)",3,0,0,1.17,0.005,9,0.0198,10,15,600,506,0.42,3.5,120,8
真,CMP1006,Holiday Campaign 2024,Lifestyle,TikTok,2024/7/19,1899/12/30 21:30:00,Video,"Parents (30-45, Suburban)",310,3624.23,55,0.39,0.022,5,0.0686,643,12,14110,9373,-0.36,120.6,22,14
真,CMP1006,Fall Campaign 2025,Product Launch,Facebook,2024/7/4,1899/12/30 14:45:00,Carousel,"Gen X (35-50, Mixed)",85,2073.69,16,0.3,0.0166,2,0.0853,282,13,5127,3305,-0.02,25.44,0,10
真,CMP1006,Summer Campaign 2024,Behind-the-Scenes,Instagram,2024/7/4,1899/12/30 10:15:00,Reel,"Parents (30-45, Suburban)",69,1888.59,13,0.37,0.0257,8,0.0584,105,10,2687,1799,0.45,25.7,108,23
伪,CMP1006,Spring Campaign 2025,Lifestyle,LinkedIn,2024/7/2,1899/12/30 20:00:00,Image,"Gen Z (18-24, Urban)",85,1720.81,12,0.02,0.0321,10,0.0851,171,12,2647,2010,0.17,1.54,0,49
真,CMP1006,Back to School Campaign 2025,Product Launch,TikTok,2024/7/27,1899/12/30 14:30:00,Video,"Millennials (25-34, Suburban)",257,3201.2,30,0.3,0.0322,1,0.0778,555,2,7990,7133,-0.21,76.72,90,19
真,CMP1006,Spring Campaign 2024,User Testimonial,TikTok,2024/7/15,1899/12/30 19:15:00,Image,"Gen X (35-50, Mixed)",93,1714.06,14,0.23,0.0175,5,0.0589,270,7,5323,4581,-0.46,21.43,0,7
伪,CMP1006,Summer Campaign 2025,Promotion,TikTok,2024/7/22,1899/12/30 21:45:00,Reel,"Gen Z (18-24, Urban)",125,754.03,9,0.06,0.016,2,0.0416,223,15,7833,5361,0.67,7.24,43,35
真,CMP1006,Holiday Campaign 2025,Product Launch,TikTok,2024/7/25,1899/12/30 11:30:00,Image,"Millennials (25-34, Suburban)",239,686.74,37,0.66,0.0126,2,0.0307,387,2,18976,12617,0.48,157.91,0,34
真,CMP1006,Back to School Campaign 2025,Behind-the-Scenes,Instagram,2024/7/15,1899/12/30 15:45:00,Reel,"Gen X (35-50, Mixed)",90,1566.69,11,0.73,0.0117,1,0.0416,278,7,7694,6687,-0.04,65.3,6,19
伪,CMP1006,Holiday Campaign 2025,Behind-the-Scenes,LinkedIn,2024/7/18,1899/12/30 22:30:00,Carousel,"Parents (30-45, Suburban)",250,1629.3,20,0.03,0.053,9,0.0933,396,13,4721,4244,0.07,8.36,0,44
伪,CMP1006,Summer Campaign 2024,Behind-the-Scenes,X,2024/7/23,1899/12/30 11:45:00,Reel,"Gen Z (18-24, Urban)",176,1208.08,14,0.01,0.0214,4,0.0506,273,2,8224,5400,-0.52,1.17,16,11
伪,CMP1006,Holiday Campaign 2025,Promotion,Instagram,2024/7/6,1899/12/30 12:00:00,Image,"Millennials (25-34, Suburban)",200,1137.05,10,0.01,0.0244,4,0.0626,358,2,8185,5723,-0.79,1.15,0,17
伪,CMP1006,Holiday Campaign 2025,Lifestyle,Facebook,2024/7/1,1899/12/30 16:00:00,Image,"Professionals (25-54, B2B)",43,271.7,4,0.24,0.0252,2,0.0941,111,9,1709,1179,-0.28,10.15,0,47
真,CMP1006,Summer Campaign 2024,Behind-the-Scenes,Instagram,2024/7/7,1899/12/30 22:15:00,Story,"Parents (30-45, Suburban)",75,310.33,6,0.2,0.0292,0,0.0994,155,4,2566,1560,0.12,15.2,18,13
真,CMP1006,Holiday Campaign 2025,Lifestyle,LinkedIn,2024/7/12,1899/12/30 6:00:00,Carousel,"Millennials (25-34, Suburban)",309,5035.23,59,0.05,0.0302,5,0.0703,562,14,10226,7990,-0.82,16.07,0,47
伪,CMP1006,Fall Campaign 2024,Product Launch,TikTok,2024/7/23,1899/12/30 16:00:00,Image,"Professionals (25-54, B2B)",65,1266.83,12,0.04,0.0154,5,0.0397,135,3,4221,3398,0.52,2.64,0,18
真,CMP1006,Back to School Campaign 2024,Behind-the-Scenes,LinkedIn,2024/7/12,1899/12/30 10:15:00,Carousel,"Gen X (35-50, Mixed)",68,355.87,10,0.11,0.0135,1,0.0268,109,14,5031,4073,0.03,7.67,0,42
真,CMP1006,Summer Campaign 2024,Product Launch,LinkedIn,2024/7/27,1899/12/30 6:00:00,Image,"Millennials (25-34, Suburban)",218,864.97,34,0.19,0.019,10,0.0708,725,0,11482,10239,0.64,40.93,0,30
真,CMP1006,Summer Campaign 2025,Product Launch,Instagram,2024/7/26,1899/12/30 9:30:00,Reel,"Parents (30-45, Suburban)",97,1317.71,11,0.71,0.0069,0,0.0284,254,2,14065,8946,-0.08,68.52,88,41
真,CMP1006,Back to School Campaign 2025,Product Launch,LinkedIn,2024/7/1,1899/12/30 17:15:00,Carousel,"Gen X (35-50, Mixed)",231,4083.51,30,0.06,0.022,2,0.074,672,3,10498,9081,-0.11,13.29,0,8
真,CMP1006,Summer Campaign 2025,Promotion,X,2024/7/9,1899/12/30 22:15:00,Reel,"Parents (30-45, Suburban)",323,967.9,19,0.29,0.031,0,0.0808,641,9,10419,7929,0.18,92.98,55,32
真,CMP1006,Holiday Campaign 2025,User Testimonial,LinkedIn,2024/7/15,1899/12/30 12:15:00,Image,"Parents (30-45, Suburban)",160,1643.67,31,0.34,0.0297,1,0.0803,295,10,5379,3674,0.69,54.91,0,23
真,CMP1006,Back to School Campaign 2024,Product Launch,Instagram,2024/7/25,1899/12/30 8:00:00,Reel,"Gen X (35-50, Mixed)",206,1625.69,19,0.08,0.0199,10,0.065,439,1,10355,6756,0.02,17.1,112,43
真,CMP1006,Holiday Campaign 2025,Promotion,TikTok,2024/7/14,1899/12/30 22:00:00,Carousel,"Gen X (35-50, Mixed)",146,1622.89,12,0.53,0.0118,5,0.0475,439,0,12392,9251,0.12,77.89,0,28
真,CMP1006,Summer Campaign 2025,Lifestyle,Instagram,2024/7/28,1899/12/30 20:15:00,Video,"Gen Z (18-24, Urban)",153,236.27,15,0.19,0.0191,10,0.0651,408,11,8006,6270,-0.82,28.91,61,43
伪,CMP1006,Fall Campaign 2024,Product Launch,TikTok,2024/7/13,1899/12/30 11:15:00,Reel,"Parents (30-45, Suburban)",329,1250.91,24,0.04,0.0356,6,0.0843,659,2,9244,7820,-0.07,13,29,40
伪,CMP1006,Fall Campaign 2025,Product Launch,TikTok,2024/7/21,1899/12/30 22:15:00,Video,"Millennials (25-34, Suburban)",486,1625.13,32,0.01,0.05,0,0.1155,897,15,9727,7769,-0.33,5.14,40,13
伪,CMP1006,Back to School Campaign 2025,Behind-the-Scenes,LinkedIn,2024/7/15,1899/12/30 13:00:00,Story,"Millennials (25-34, Suburban)",51,112.67,5,0.18,0.0263,9,0.1053,163,2,1941,1548,0.09,9.33,56,22
真,CMP1006,Summer Campaign 2025,Product Launch,Instagram,2024/7/13,1899/12/30 21:15:00,Carousel,"Parents (30-45, Suburban)",119,1432.56,20,0.48,0.0082,3,0.0281,326,13,14523,11582,0.04,57.44,0,7
伪,CMP1006,Fall Campaign 2025,Product Launch,LinkedIn,2024/7/26,1899/12/30 22:45:00,Video,"Millennials (25-34, Suburban)",291,5050.77,43,0.03,0.034,9,0.0892,549,2,8565,6155,0.67,9.71,75,48
真,CMP1006,Back to School Campaign 2025,Behind-the-Scenes,X,2024/7/16,1899/12/30 12:30:00,Image,"Gen X (35-50, Mixed)",57,975.01,7,0.65,0.0269,6,0.0858,114,9,2122,1328,0.38,37.26,0,30
真,CMP1006,Holiday Campaign 2024,Behind-the-Scenes,X,2024/7/19,1899/12/30 14:00:00,Reel,"Professionals (25-54, B2B)",42,43.45,4,0.41,0.0067,0,0.0288,139,15,6269,4831,-0.17,17.23,93,35
真,CMP1006,Back to School Campaign 2024,Promotion,TikTok,2024/7/17,1899/12/30 16:15:00,Video,"Gen Z (18-24, Urban)",341,3884.94,62,0.41,0.0248,6,0.0784,747,8,13754,9534,0.61,141.46,96,5
伪,CMP1006,Holiday Campaign 2024,Product Launch,LinkedIn,2024/7/17,1899/12/30 17:45:00,Carousel,"Millennials (25-34, Suburban)",157,912.2,13,0,0.016,10,0.0875,523,4,9824,5979,-0.28,0.3,0,8
真,CMP1006,Holiday Campaign 2024,Product Launch,X,2024/7/21,1899/12/30 19:30:00,Story,"Parents (30-45, Suburban)",369,2330.69,23,0.05,0.0363,0,0.1148,926,0,10163,8063,0.05,19.51,18,43
真,CMP1006,Fall Campaign 2024,Lifestyle,Instagram,2024/7/10,1899/12/30 13:45:00,Reel,"Millennials (25-34, Suburban)",80,1387.79,10,0.93,0.0083,5,0.0203,168,6,9659,8262,0.06,74.55,76,18
伪,CMP1006,Back to School Campaign 2024,Promotion,TikTok,2024/7/20,1899/12/30 11:00:00,Video,"Millennials (25-34, Suburban)",91,758.05,15,0.04,0.0179,10,0.0757,262,7,5098,3461,-0.13,3.45,70,33
真,CMP1006,Spring Campaign 2024,Behind-the-Scenes,Instagram,2024/7/26,1899/12/30 19:45:00,Reel,"Parents (30-45, Suburban)",146,2334.93,21,0.07,0.034,4,0.0712,244,11,4294,3428,0.07,10.05,6,44
真,CMP1006,Holiday Campaign 2024,Behind-the-Scenes,LinkedIn,2024/7/3,1899/12/30 16:15:00,Video,"Millennials (25-34, Suburban)",319,4180.19,38,0.43,0.0211,1,0.0646,800,8,15117,12380,0.35,136.33,71,46
真,CMP1006,Spring Campaign 2024,Product Launch,Instagram,2024/7/26,1899/12/30 21:45:00,Video,"Professionals (25-54, B2B)",321,1418.72,63,0.45,0.0192,8,0.0589,630,13,16721,10701,0.41,145.99,66,11
伪,CMP1006,Fall Campaign 2024,Promotion,Facebook,2024/7/28,1899/12/30 9:15:00,Video,"Parents (30-45, Suburban)",79,414.26,4,0.3,0.0175,1,0.0352,129,1,4520,3662,-0.48,23.48,88,37
真,CMP1006,Spring Campaign 2025,Lifestyle,Facebook,2024/7/1,1899/12/30 6:15:00,Image,"Professionals (25-54, B2B)",58,242.83,10,0.36,0.0325,1,0.0861,126,0,1787,1464,0.09,20.79,0,7
真,CMP1006,Fall Campaign 2025,Behind-the-Scenes,TikTok,2024/7/16,1899/12/30 20:30:00,Reel,"Gen X (35-50, Mixed)",3,0,0,0.08,0.0103,5,0.0288,6,4,291,208,-0.1,0.23,75,35
真,CMP1006,Summer Campaign 2025,User Testimonial,LinkedIn,2024/7/6,1899/12/30 13:15:00,Video,"Parents (30-45, Suburban)",79,1411.37,12,0.04,0.0425,3,0.0757,123,8,1858,1624,-0.04,3.16,48,5
真,CMP1006,Fall Campaign 2025,Lifestyle,Facebook,2024/7/28,1899/12/30 14:15:00,Reel,"Gen Z (18-24, Urban)",85,1249.05,13,0.74,0.0089,4,0.0293,192,14,9513,6549,0.36,62.73,69,44
真,CMP1006,Summer Campaign 2025,User Testimonial,Instagram,2024/7/11,1899/12/30 9:00:00,Carousel,"Professionals (25-54, B2B)",56,724.1,10,0.05,0.0327,0,0.1101,139,13,1710,1262,0.66,2.76,0,20
真,CMP1006,Fall Campaign 2025,Behind-the-Scenes,Instagram,2024/7/16,1899/12/30 6:45:00,Carousel,"Gen Z (18-24, Urban)",214,1520.96,20,0.08,0.0235,3,0.0619,378,13,9109,6111,-0.75,16.24,0,25
伪,CMP1006,Spring Campaign 2024,Behind-the-Scenes,Instagram,2024/7/13,1899/12/30 7:45:00,Reel,"Gen X (35-50, Mixed)",169,194.2,9,0.04,0.0197,1,0.0757,441,1,8571,5824,0.76,7.11,64,6
伪,CMP1006,Summer Campaign 2024,Product Launch,X,2024/7/22,1899/12/30 8:30:00,Video,"Gen X (35-50, Mixed)",110,387.28,13,0.02,0.0405,4,0.1089,189,4,2715,1735,0.27,2.4,25,16
真,CMP1006,Fall Campaign 2024,Lifestyle,Facebook,2024/7/26,1899/12/30 19:30:00,Carousel,"Gen Z (18-24, Urban)",32,159.24,5,0.54,0.0122,10,0.0427,70,2,2622,1639,-0.04,17.42,0,6
真,CMP1006,Back to School Campaign 2024,Behind-the-Scenes,Facebook,2024/7/27,1899/12/30 14:00:00,Image,"Millennials (25-34, Suburban)",140,2296.73,26,0.52,0.0142,2,0.0467,380,7,9858,8145,-0.05,72.21,0,20
伪,CMP1006,Holiday Campaign 2025,Promotion,Instagram,2024/7/6,1899/12/30 6:30:00,Video,"Gen Z (18-24, Urban)",20,381.8,3,0.13,0.034,10,0.0905,42,12,589,464,-0.47,2.53,66,40
伪,CMP1006,Holiday Campaign 2025,Product Launch,X,2024/7/11,1899/12/30 23:15:00,Image,"Parents (30-45, Suburban)",55,894.74,7,0.05,0.0101,7,0.0238,100,3,5445,4194,0.3,2.79,0,35
真,CMP1006,Back to School Campaign 2025,Lifestyle,X,2024/7/22,1899/12/30 15:30:00,Carousel,"Gen X (35-50, Mixed)",57,261.85,3,1.34,0.0108,8,0.0503,189,13,5276,3759,-0.12,76.48,0,48
真,CMP1006,Spring Campaign 2024,Promotion,Facebook,2024/7/7,1899/12/30 20:15:00,Video,"Gen Z (18-24, Urban)",115,1518.68,11,0.12,0.0168,6,0.0651,316,6,6831,4855,-0.14,13.98,42,30
真,CMP1006,Fall Campaign 2024,Behind-the-Scenes,Instagram,2024/7/2,1899/12/30 9:45:00,Image,"Professionals (25-54, B2B)",79,805.5,8,0.6,0.0094,0,0.0237,152,14,8401,6419,-0.75,47.16,0,11
真,CMP1006,Holiday Campaign 2024,Promotion,TikTok,2024/7/12,1899/12/30 18:00:00,Video,"Professionals (25-54, B2B)",509,7477.23,50,0.08,0.0432,0,0.0727,766,10,11770,10531,0.54,39.27,114,49
真,CMP1006,Back to School Campaign 2025,User Testimonial,Instagram,2024/7/26,1899/12/30 14:15:00,Story,"Millennials (25-34, Suburban)",271,5372.62,51,0.11,0.023,10,0.0491,390,11,11760,7944,0.3,28.69,36,14
真,CMP1006,Summer Campaign 2024,Promotion,TikTok,2024/7/5,1899/12/30 11:30:00,Story,"Parents (30-45, Suburban)",410,2522.58,63,0.1,0.0402,2,0.1176,793,9,10211,6746,0.04,39.55,103,14
真,CMP1006,Summer Campaign 2024,Behind-the-Scenes,X,2024/7/14,1899/12/30 9:30:00,Video,"Gen Z (18-24, Urban)",141,1040.93,18,0.13,0.0332,1,0.0629,222,15,4244,3529,0.01,17.63,25,33
真,CMP1006,Back to School Campaign 2025,User Testimonial,X,2024/7/16,1899/12/30 8:00:00,Carousel,"Professionals (25-54, B2B)",475,1634.02,76,0.27,0.0293,8,0.071,761,7,16193,10717,-0.32,129.02,0,17
真,CMP1006,Summer Campaign 2024,Promotion,Facebook,2024/7/23,1899/12/30 11:30:00,Story,"Gen Z (18-24, Urban)",111,1593.63,19,0.06,0.0197,0,0.105,361,10,5630,3437,0.22,6.8,88,38
伪,CMP1006,Holiday Campaign 2025,Behind-the-Scenes,LinkedIn,2024/7/16,1899/12/30 19:00:00,Video,"Professionals (25-54, B2B)",429,4970.42,46,0.02,0.0403,6,0.1046,808,15,10657,7722,0.1,9.03,74,25
伪,CMP1006,Back to School Campaign 2025,User Testimonial,Instagram,2024/7/15,1899/12/30 21:45:00,Video,"Professionals (25-54, B2B)",159,1283.82,16,0,0.0212,3,0.0783,408,8,7491,5209,-0.33,0.04,98,19
真,CMP1006,Fall Campaign 2024,Promotion,Facebook,2024/7/1,1899/12/30 16:15:00,Reel,"Parents (30-45, Suburban)",131,316.3,10,0.14,0.0252,8,0.0589,237,7,5199,4027,-0.2,18.24,74,18
真,CMP1006,Summer Campaign 2025,Product Launch,X,2024/7/10,1899/12/30 7:45:00,Reel,"Gen X (35-50, Mixed)",484,8914.93,73,0.41,0.0272,6,0.0649,758,1,17792,11688,-0.53,197.13,37,17
真,CMP1006,Back to School Campaign 2024,Behind-the-Scenes,LinkedIn,2024/7/17,1899/12/30 20:30:00,Carousel,"Parents (30-45, Suburban)",144,1545.06,25,0.46,0.0166,5,0.0805,449,8,8698,5580,0.07,66.42,0,39
真,CMP1006,Spring Campaign 2024,Behind-the-Scenes,LinkedIn,2024/7/25,1899/12/30 16:00:00,Story,"Millennials (25-34, Suburban)",109,146.23,5,0,0.0187,4,0.0753,326,10,5826,4331,0.94,0.38,25,25
真,CMP1006,Holiday Campaign 2024,Promotion,Facebook,2024/7/9,1899/12/30 11:45:00,Reel,"Gen Z (18-24, Urban)",191,262.73,11,0.08,0.0267,2,0.0629,396,3,7163,6294,0.58,15.87,71,40
真,CMP1006,Fall Campaign 2024,Product Launch,Instagram,2024/7/7,1899/12/30 10:00:00,Video,"Parents (30-45, Suburban)",24,402,3,0.67,0.01,10,0.0303,51,9,2406,1684,0.22,16.02,63,34
真,CMP1006,Holiday Campaign 2025,User Testimonial,Facebook,2024/7/5,1899/12/30 18:30:00,Video,"Millennials (25-34, Suburban)",222,3245.7,35,0.07,0.0224,2,0.0554,342,11,9914,6176,0.48,15.91,33,44
真,CMP1006,Back to School Campaign 2024,Promotion,Facebook,2024/7/11,1899/12/30 19:45:00,Video,"Gen X (35-50, Mixed)",220,1569.46,11,0.43,0.026,9,0.0449,327,11,8473,7284,0.12,93.69,61,36
真,CMP1006,Back to School Campaign 2025,Product Launch,Instagram,2024/7/27,1899/12/30 17:00:00,Reel,"Professionals (25-54, B2B)",131,1126.73,9,0.04,0.0186,4,0.0443,222,6,7034,5006,-0.22,4.68,74,35
伪,CMP1006,Spring Campaign 2025,Product Launch,LinkedIn,2024/7/10,1899/12/30 19:45:00,Reel,"Gen X (35-50, Mixed)",87,513.66,6,0,0.0207,6,0.0647,166,10,4204,2564,0.71,0.09,96,27
伪,CMP1006,Back to School Campaign 2024,Behind-the-Scenes,Facebook,2024/7/17,1899/12/30 20:00:00,Carousel,"Gen X (35-50, Mixed)",148,828.04,26,0.02,0.0356,10,0.1062,269,0,4163,2533,0.15,2.28,0,33
真,CMP1006,Spring Campaign 2025,Promotion,Instagram,2024/7/9,1899/12/30 22:45:00,Reel,"Millennials (25-34, Suburban)",238,2057.46,34,0.06,0.0417,5,0.0933,353,15,5702,3783,0.59,14.95,95,40
真,CMP1006,Summer Campaign 2025,Promotion,LinkedIn,2024/7/19,1899/12/30 17:45:00,Carousel,"Gen X (35-50, Mixed)",135,173.39,9,0.03,0.0246,3,0.0672,256,7,5481,3807,-0.21,3.44,0,33
真,CMP1006,Fall Campaign 2025,Lifestyle,LinkedIn,2024/7/28,1899/12/30 19:15:00,Story,"Professionals (25-54, B2B)",87,1388.39,12,0.05,0.0361,9,0.0933,190,11,2412,2036,0.73,4.05,23,37
真,CMP1006,Summer Campaign 2025,User Testimonial,X,2024/7/14,1899/12/30 14:00:00,Story,"Gen Z (18-24, Urban)",101,1413.57,11,0.46,0.0211,6,0.0702,230,11,4781,3277,0.29,46.38,46,29
真,CMP1006,Fall Campaign 2024,Behind-the-Scenes,TikTok,2024/7/26,1899/12/30 7:30:00,Story,"Professionals (25-54, B2B)",468,662.7,44,0.17,0.0337,6,0.118,1021,1,13871,8655,0.81,81.43,69,43
真,CMP1007,Spring Campaign 2025,Behind-the-Scenes,Facebook,2024/8/21,1899/12/30 9:30:00,Video,"Millennials (25-34, Suburban)",109,1432.37,10,0.44,0.0144,8,0.0414,203,1,7547,4898,0.27,48.28,62,48
